study_id,phase,sponsor_type,no_of_locations,no_of_conditions,enrollment,allocation,intervention_model,masking,no_of_arms,no_of_drug_interventions,no_of_behavioral_interventions,no_of_procedural_interventions,no_of_biological_interventions,no_of_device_interventions,no_of_dietary_interventions,no_of_other_interventions,adverseEventDataAvailable,no_of_combination_product_interventions,no_of_diagnostic_test_interventions,no_of_genetic_interventions,no_of_radiation_interventions,min_age,max_age,gender,total_dropout_rate,start_date,end_date,no_of_primary_outcomes,no_of_secondary_outcomes,has_result
NCT03724981,PHASE4,INDUSTRY,14.0,1,312.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2018-10-12,2020-04-10,1.0,1.0,True
NCT03268005,PHASE3,INDUSTRY,167.0,2,1264.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.03,2017-08-29,2022-01-06,1.0,51.0,True
NCT01183013,PHASE3,INDUSTRY,132.0,1,936.0,RANDOMIZED,PARALLEL,DOUBLE,7.0,7,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.29,2010-08-16,2014-10-09,1.0,9.0,True
NCT00819091,PHASE3,INDUSTRY,45.0,1,245.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.07,2009-01-07,2014-06-17,1.0,9.0,True
NCT01012037,PHASE2,INDUSTRY,84.0,1,491.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.05,2009-11-10,2014-06-17,1.0,9.0,True
NCT01490918,PHASE4,OTHER,1.0,1,165.0,RANDOMIZED,PARALLEL,TRIPLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,20.0,80.0,ALL,0.24,2011-12-09,2020-07-31,1.0,7.0,True
NCT00643851,PHASE3,INDUSTRY,99.0,1,994.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,77.0,ALL,0.13,2008-03-20,2023-01-27,1.0,5.0,True
NCT01923181,PHASE2,INDUSTRY,103.0,2,632.0,RANDOMIZED,PARALLEL,DOUBLE,9.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.07,2013-08-13,2021-01-14,1.0,6.0,True
NCT00915772,PHASE3,INDUSTRY,112.0,1,567.0,RANDOMIZED,SINGLE_GROUP,DOUBLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.2,2009-06-02,2014-04-29,6.0,7.0,True
NCT03172494,PHASE3,INDUSTRY,36.0,2,720.0,RANDOMIZED,PARALLEL,NONE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.08,2017-05-24,2022-11-18,1.0,61.0,True
NCT02451137,PHASE4,INDUSTRY,427.0,1,3304.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.16,2015-05-19,2019-08-28,1.0,12.0,True
NCT00360334,PHASE3,INDUSTRY,31.0,1,235.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,30.0,,ALL,0.14,2006-08-02,2015-03-19,1.0,27.0,True
NCT02846233,,OTHER,1.0,1,22.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,21.0,,ALL,0.18,2016-07-19,2020-10-20,1.0,7.0,True
NCT02886884,PHASE1,OTHER,1.0,1,16.0,RANDOMIZED,PARALLEL,QUADRUPLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,21.0,90.0,ALL,0.0,2016-08-29,2022-04-18,1.0,6.0,True
NCT02411929,PHASE1,INDUSTRY,,1,8.0,,SINGLE_GROUP,NONE,1.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,MALE,0.0,2015-04-03,2018-08-20,1.0,12.0,True
NCT00789191,PHASE3,INDUSTRY,51.0,2,222.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.15,2008-11-10,2017-02-02,1.0,11.0,True
NCT00393718,PHASE3,INDUSTRY,1.0,2,400.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.16,2006-10-27,2017-01-25,1.0,12.0,True
NCT00397631,PHASE3,INDUSTRY,,1,520.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.14,2006-11-08,2017-04-07,1.0,2.0,True
NCT00386100,PHASE4,INDUSTRY,116.0,1,688.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,8,0,0,0,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.41,2006-10-09,2016-10-11,1.0,28.0,True
NCT01068678,PHASE3,INDUSTRY,99.0,2,460.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.13,2010-02-12,2017-01-20,1.0,1.0,True
NCT03534687,,OTHER,1.0,1,50.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,1,0,0,0,0,40.0,75.0,ALL,0.27,2018-05-11,2024-07-19,1.0,3.0,True
NCT00944450,PHASE1,INDUSTRY,,1,12.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,55.0,ALL,0.0,2009-07-21,2015-08-18,2.0,,True
NCT00739336,,OTHER,1.0,1,45.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.09,2008-08-19,2016-08-11,1.0,5.0,True
NCT01068665,PHASE3,INDUSTRY,116.0,2,460.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.13,2010-02-12,2017-01-20,1.0,1.0,True
NCT01117350,PHASE4,INDUSTRY,136.0,1,978.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,35.0,75.0,ALL,0.0,2010-05-04,2014-03-05,1.0,16.0,True
NCT01924767,PHASE1,INDUSTRY,1.0,1,48.0,RANDOMIZED,SINGLE_GROUP,DOUBLE,4.0,8,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.04,2013-08-09,2014-07-03,4.0,17.0,True
NCT01892020,PHASE4,INDUSTRY,1.0,2,161.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.0,2013-06-28,2015-06-16,1.0,6.0,True
NCT02254291,PHASE3,INDUSTRY,25.0,2,308.0,RANDOMIZED,PARALLEL,NONE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.02,2014-09-29,2017-12-21,1.0,2.0,True
NCT00683657,PHASE3,INDUSTRY,27.0,1,93.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,77.0,ALL,0.02,2008-05-21,2015-05-08,1.0,4.0,True
NCT01917656,PHASE4,INDUSTRY,41.0,2,343.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.15,2013-07-29,2017-07-25,1.0,9.0,True
NCT02240680,PHASE4,INDUSTRY,145.0,1,302.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,60.0,,ALL,0.08,2014-09-15,2018-06-01,1.0,5.0,True
NCT02214017,,OTHER,1.0,1,40.0,RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,1,0,0,1,0,0,0,0,40.0,85.0,ALL,0.0,2014-08-11,2018-11-15,1.0,1.0,True
NCT02639637,PHASE4,OTHER,1.0,1,18.0,RANDOMIZED,CROSSOVER,QUADRUPLE,4.0,5,0,0,0,0,0,0,1,0,0,0,0,18.0,55.0,ALL,0.0,2015-12-16,2018-07-27,1.0,13.0,True
NCT01135394,,OTHER,1.0,1,114.0,,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,35.0,64.0,ALL,0.0,2010-06-01,2024-03-13,1.0,1.0,True
NCT03331289,PHASE4,OTHER,1.0,1,107.0,RANDOMIZED,SINGLE_GROUP,NONE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.16,2017-10-31,2023-07-03,1.0,,True
NCT03286751,PHASE1,INDUSTRY,2.0,1,42.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.0,2017-09-15,2020-04-20,1.0,1.0,True
NCT00575588,PHASE3,INDUSTRY,95.0,1,891.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.64,2007-12-14,2012-03-20,1.0,3.0,True
NCT00885352,PHASE3,INDUSTRY,,1,313.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,5,0,0,0,0,0,0,1,0,0,0,0,18.0,78.0,ALL,0.09,2009-04-20,2017-04-27,1.0,2.0,True
NCT02911948,PHASE3,INDUSTRY,38.0,2,210.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.03,2016-09-20,2021-03-10,1.0,27.0,True
NCT02496221,PHASE4,INDUSTRY,1.0,1,20.0,RANDOMIZED,CROSSOVER,QUADRUPLE,1.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.0,2015-05-18,2018-03-09,9.0,6.0,True
NCT03232983,PHASE1,INDUSTRY,1.0,1,28.0,RANDOMIZED,CROSSOVER,NONE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,21.0,65.0,ALL,0.0,2017-07-26,2020-04-20,1.0,1.0,True
NCT05560386,,OTHER,1.0,1,54.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,2,0,0,0,0,0,1,0,0,0,0,13.0,19.0,ALL,0.31,2022-09-26,2023-12-22,2.0,57.0,True
NCT00778622,PHASE4,INDUSTRY,14.0,1,371.0,NON_RANDOMIZED,PARALLEL,NONE,3.0,1,0,0,0,0,0,0,1,0,0,0,0,17.0,79.0,ALL,0.12,2008-10-22,2013-08-19,1.0,8.0,True
NCT03168295,PHASE4,OTHER,1.0,1,34.0,RANDOMIZED,CROSSOVER,NONE,3.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2017-05-24,2020-09-15,1.0,2.0,True
NCT00788827,PHASE1,OTHER,1.0,2,7.0,,SINGLE_GROUP,NONE,1.0,0,0,0,1,0,0,0,1,0,0,0,0,16.0,65.0,ALL,0.29,2008-11-10,2019-10-28,1.0,4.0,True
NCT01272193,PHASE3,INDUSTRY,50.0,2,296.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.07,2011-01-06,2017-02-09,1.0,5.0,True
NCT00740051,PHASE3,INDUSTRY,53.0,1,227.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.22,2008-08-21,2014-06-17,2.0,6.0,True
NCT02008682,PHASE4,INDUSTRY,25.0,2,368.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.11,2013-12-05,2017-01-26,1.0,5.0,True
NCT02563834,,OTHER,1.0,1,18.0,NON_RANDOMIZED,CROSSOVER,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,45.0,ALL,0.0,2015-09-29,2016-08-30,1.0,2.0,True
NCT01849289,PHASE3,INDUSTRY,81.0,2,833.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.07,2013-05-06,2017-03-09,1.0,5.0,True
NCT00704132,PHASE1,INDUSTRY,,1,57.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,30.0,70.0,ALL,0.06,2008-06-23,2017-04-06,1.0,,True
NCT01204294,PHASE3,INDUSTRY,43.0,1,574.0,RANDOMIZED,PARALLEL,NONE,7.0,7,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.06,2010-09-16,2014-02-27,1.0,1.0,True
NCT01046110,PHASE3,INDUSTRY,93.0,2,458.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.24,2010-01-08,2017-01-19,1.0,1.0,True
NCT01059799,PHASE3,INDUSTRY,53.0,2,435.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.09,2010-01-29,2017-02-28,1.0,3.0,True
NCT00916357,PHASE2,INDUSTRY,1.0,1,23.0,RANDOMIZED,CROSSOVER,DOUBLE,6.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2009-06-05,2014-07-30,1.0,10.0,True
NCT02981966,PHASE4,OTHER,1.0,1,32.0,RANDOMIZED,PARALLEL,NONE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2016-11-30,2024-02-28,1.0,1.0,True
NCT00982644,PHASE3,INDUSTRY,187.0,2,1030.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2009-09-22,2016-12-16,4.0,5.0,True
NCT02100475,PHASE3,INDUSTRY,60.0,2,31.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.13,2014-03-27,2016-11-23,1.0,2.0,True
NCT01959529,PHASE3,INDUSTRY,446.0,2,7637.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,50.0,,ALL,0.02,2013-10-08,2019-07-10,1.0,3.0,True
NCT01045707,PHASE3,INDUSTRY,92.0,2,530.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2010-01-08,2016-10-26,4.0,2.0,True
NCT01215097,PHASE3,INDUSTRY,19.0,1,306.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.09,2010-09-28,2016-07-25,1.0,13.0,True
NCT03061214,PHASE3,INDUSTRY,67.0,2,868.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,6,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.07,2017-02-17,2021-02-11,1.0,73.0,True
NCT01664247,PHASE3,INDUSTRY,132.0,2,346.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.16,2012-08-10,2017-08-25,1.0,8.0,True
NCT01214239,PHASE3,INDUSTRY,19.0,1,300.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.1,2010-09-28,2016-07-25,1.0,13.0,True
NCT00393705,PHASE4,INDUSTRY,9.0,1,302.0,RANDOMIZED,PARALLEL,NONE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,30.0,75.0,ALL,0.15,2006-10-26,2010-07-15,1.0,9.0,True
NCT02030600,PHASE3,INDUSTRY,166.0,2,721.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2014-01-07,2019-04-30,1.0,5.0,True
NCT01617434,PHASE3,INDUSTRY,86.0,2,451.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.19,2012-06-08,2017-01-25,1.0,8.0,True
NCT01572740,PHASE3,INDUSTRY,23.0,2,257.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.04,2012-04-04,2018-01-11,1.0,11.0,True
NCT00537277,PHASE4,INDUSTRY,1.0,2,161.0,NON_RANDOMIZED,SINGLE_GROUP,NONE,1.0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.3,2007-09-28,2014-11-20,1.0,5.0,True
NCT01842620,PHASE4,INDUSTRY,,1,25.0,RANDOMIZED,CROSSOVER,NONE,2.0,1,0,0,0,0,0,0,1,0,0,0,0,21.0,55.0,ALL,0.0,2013-04-25,2017-11-27,3.0,3.0,True
NCT02168491,PHASE3,OTHER,1.0,1,10.0,,SINGLE_GROUP,NONE,1.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.11,2014-06-12,2017-03-31,1.0,2.0,True
NCT00330733,PHASE2,FED,1.0,5,71.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,21.0,75.0,ALL,0.17,2006-05-26,2020-01-10,1.0,6.0,True
NCT01907854,PHASE4,INDUSTRY,106.0,2,407.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.07,2013-07-22,2018-09-03,1.0,6.0,True
NCT00634842,PHASE4,INDUSTRY,69.0,2,244.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.14,2008-03-06,2017-01-30,1.0,3.0,True
NCT01861756,,OTHER,8.0,1,204.0,RANDOMIZED,PARALLEL,NONE,2.0,0,0,0,0,0,0,1,1,0,0,0,0,18.0,,ALL,0.15,2013-05-20,2017-01-23,1.0,4.0,True
NCT01819129,PHASE3,INDUSTRY,144.0,2,881.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.12,2013-03-21,2019-01-10,1.0,3.0,True
NCT01156597,PHASE3,OTHER,1.0,1,30.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,1,0,0,0,0,35.0,70.0,ALL,0.13,2010-07-02,2014-11-11,1.0,2.0,True
NCT02223065,PHASE1,INDUSTRY,,1,36.0,RANDOMIZED,CROSSOVER,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,19.0,55.0,ALL,0.0,2014-08-19,2016-03-25,6.0,,True
NCT00614120,PHASE3,INDUSTRY,50.0,2,929.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,7,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.16,2008-01-15,2017-01-25,1.0,7.0,True
NCT02582242,PHASE4,INDUSTRY,50.0,2,437.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.08,2015-10-16,2019-05-28,1.0,17.0,True
NCT01076647,PHASE3,INDUSTRY,105.0,2,467.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.11,2010-02-25,2017-01-20,1.0,1.0,True
NCT01930188,PHASE3,INDUSTRY,141.0,2,1231.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.05,2013-08-23,2019-05-28,1.0,5.0,True
NCT01512108,PHASE3,INDUSTRY,36.0,2,363.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.09,2012-01-10,2017-11-08,1.0,3.0,True
NCT00395343,PHASE3,INDUSTRY,,1,641.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,21.0,,ALL,0.12,2006-11-01,2017-04-06,1.0,5.0,True
NCT00337610,PHASE3,INDUSTRY,,1,190.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,78.0,ALL,0.16,2006-06-14,2016-05-11,1.0,3.0,True
NCT00976391,PHASE3,INDUSTRY,210.0,1,586.0,RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,1,0,0,0,1,0,0,0,0,18.0,75.0,ALL,0.0,2009-09-11,2016-11-21,1.0,7.0,True
NCT01392573,PHASE3,INDUSTRY,86.0,2,413.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.16,2011-07-07,2018-12-07,1.0,1.0,True
NCT04050553,PHASE1,INDUSTRY,1.0,2,42.0,RANDOMIZED,CROSSOVER,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2019-08-07,2023-12-07,1.0,6.0,True
NCT02613897,,OTHER,1.0,1,56.0,RANDOMIZED,PARALLEL,TRIPLE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,ALL,0.0,2015-11-12,2019-07-22,1.0,8.0,True
NCT02099110,PHASE3,INDUSTRY,,1,1233.0,RANDOMIZED,PARALLEL,DOUBLE,5.0,8,0,0,1,0,0,0,1,0,0,0,0,18.0,,ALL,0.11,2014-03-25,2018-08-14,3.0,5.0,True
NCT01324388,PHASE1,INDUSTRY,3.0,1,51.0,RANDOMIZED,PARALLEL,SINGLE,4.0,3,0,0,1,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2011-03-25,2014-10-03,4.0,4.0,True
NCT00800683,PHASE3,INDUSTRY,53.0,1,133.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.27,2008-12-01,2014-05-15,1.0,20.0,True
NCT00252694,PHASE3,INDUSTRY,,1,4717.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,1,0,0,0,0,0,0,1,0,0,0,0,37.0,75.0,ALL,0.16,2005-11-10,2014-05-09,1.0,3.0,True
NCT00384085,PHASE4,INDUSTRY,1.0,1,588.0,RANDOMIZED,PARALLEL,NONE,3.0,4,0,0,0,0,0,0,1,0,0,0,0,30.0,80.0,ALL,0.24,2006-10-03,2011-05-04,3.0,5.0,True
NCT02055547,PHASE1,INDUSTRY,,1,61.0,RANDOMIZED,PARALLEL,DOUBLE,19.0,12,0,0,0,0,0,0,1,0,0,0,0,18.0,70.0,MALE,0.23,2014-02-04,2020-06-17,21.0,18.0,True
NCT02305381,PHASE3,INDUSTRY,99.0,2,397.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.04,2014-11-28,2019-05-28,1.0,7.0,True
NCT01541215,PHASE3,INDUSTRY,185.0,2,135.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,10.0,17.0,ALL,0.0,2012-02-23,2021-07-01,1.0,79.0,True
NCT04416204,,OTHER,1.0,2,34.0,RANDOMIZED,CROSSOVER,NONE,2.0,0,0,0,0,0,0,2,1,0,0,0,0,30.0,75.0,ALL,0.0,2020-06-01,2024-02-28,1.0,2.0,True
NCT01720446,PHASE3,INDUSTRY,253.0,2,3297.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,3,0,0,0,0,0,0,1,0,0,0,0,50.0,,ALL,0.02,2012-10-29,2019-06-20,1.0,15.0,True
NCT01087502,PHASE3,INDUSTRY,52.0,1,241.0,RANDOMIZED,PARALLEL,DOUBLE,3.0,5,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.0,2010-03-15,2014-06-17,1.0,7.0,True
NCT00486291,PHASE2,INDUSTRY,9.0,1,210.0,RANDOMIZED,PARALLEL,QUADRUPLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,65.0,ALL,0.21,2007-06-12,2012-09-05,1.0,1.0,True
NCT01767688,PHASE1,INDUSTRY,,1,16.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,1,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.0,2013-01-10,2018-08-09,1.0,7.0,True
NCT01620489,PHASE3,INDUSTRY,97.0,2,279.0,RANDOMIZED,PARALLEL,DOUBLE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.25,2012-06-13,2019-03-06,1.0,5.0,True
NCT01736124,PHASE4,FED,1.0,1,199.0,RANDOMIZED,PARALLEL,TRIPLE,2.0,0,0,0,0,0,0,2,1,0,0,0,0,55.0,99.0,ALL,0.0,2012-11-08,2023-07-19,1.0,7.0,True
NCT00821795,PHASE4,FED,1.0,1,120.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,40.0,,ALL,0.09,2009-01-12,2020-02-19,1.0,4.0,True
NCT01850615,PHASE3,INDUSTRY,58.0,2,323.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.06,2013-04-17,2019-05-28,1.0,5.0,True
NCT02207374,PHASE3,INDUSTRY,43.0,2,601.0,RANDOMIZED,PARALLEL,NONE,3.0,2,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.04,2014-08-01,2018-06-21,1.0,2.0,True
NCT00979628,PHASE4,OTHER,5.0,2,375.0,RANDOMIZED,PARALLEL,NONE,3.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,80.0,ALL,0.06,2009-09-16,2018-09-14,1.0,1.0,True
NCT01885208,PHASE3,INDUSTRY,146.0,2,813.0,RANDOMIZED,PARALLEL,NONE,2.0,2,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.09,2013-06-20,2019-05-28,1.0,5.0,True
NCT01308008,,FED,1.0,1,144.0,RANDOMIZED,PARALLEL,SINGLE,2.0,0,2,0,0,0,0,0,1,0,0,0,0,60.0,,ALL,0.0,2011-03-01,2018-11-06,2.0,1.0,True
NCT02670928,PHASE4,INDUSTRY,2.0,1,130.0,NON_RANDOMIZED,PARALLEL,NONE,2.0,0,1,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.08,2016-01-13,2019-04-11,1.0,9.0,True
NCT01713530,PHASE3,INDUSTRY,51.0,2,274.0,RANDOMIZED,PARALLEL,NONE,2.0,3,0,0,0,0,0,0,1,0,0,0,0,18.0,,ALL,0.16,2012-10-22,2018-03-06,1.0,5.0,True
NCT00395746,PHASE3,INDUSTRY,1.0,2,264.0,RANDOMIZED,PARALLEL,DOUBLE,4.0,3,0,0,0,0,0,0,1,0,0,0,0,20.0,,ALL,0.14,2006-11-02,2017-01-25,1.0,12.0,True
NCT02097277,PHASE2,INDUSTRY,16.0,1,219.0,RANDOMIZED,PARALLEL,DOUBLE,5.0,0,0,0,2,0,0,0,1,0,0,0,0,,,ALL,0.1,2014-03-19,2019-07-29,1.0,16.0,True
NCT00780715,PHASE4,OTHER,1.0,1,29.0,RANDOMIZED,PARALLEL,NONE,4.0,4,0,0,0,0,0,0,1,0,0,0,0,36.0,79.0,ALL,0.0,2008-10-27,2017-10-25,1.0,,True
NCT01580098,,INDUSTRY,3.0,1,193.0,RANDOMIZED,PARALLEL,NONE,3.0,0,0,0,0,0,0,2,1,0,0,0,0,,,ALL,0.16,2012-04-17,2015-08-21,2.0,6.0,True
